Title,Cuisine,Category,Ingridients,Instructions,Image,Link,Ratings,Unnamed: 0,graph_ingredient
Marshmallow Brownies Recipe,American,desserts,"['1/2 cup dark chocolate', '1/2 cup sugar', '1 Pinch salt', '20 pieces marshmallow', '1/2 cup butter', '4 egg', '1 cup all purpose flour']","Preheat the oven to 180 degrees Celsius. In a large bowl add chocolate and butter. Microwave them for 30 seconds. Take the bowl out, stir and again microwave for 30 seconds. Repeat this until the mixture is smooth.
After the chocolate melts, add sugar, eggs, a pinch of salt and mix well. Now add the flour and combine well with the mixture in the bowl. See that no lumps are formed.
Pour the batter into a greased dish or baking tray and bake for 25 minutes or till the centre of the brownies are cooked. Take out the brownies from the oven and add a layer of marshmallows on top of the brownies.
Bake the brownies again for 3-4 minutes or till the marshmallows puff a little. Now, take out the brownies and let them cool down.
Cut the brownies into pieces and serve warm. Enjoy!",https://static.toiimg.com/thumb/84229936.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/marshmallow-brownies/rs84229936.cms,5.0,416.0,"dark chocolate, sugar, marshmallow, butter, egg, flour"
Marshmallow Brownies Recipe,American,snacks,"['1/2 cup dark chocolate', '1/2 cup sugar', '1 Pinch salt', '20 pieces marshmallow', '1/2 cup butter', '4 egg', '1 cup all purpose flour']","Preheat the oven to 180 degrees Celsius. In a large bowl add chocolate and butter. Microwave them for 30 seconds. Take the bowl out, stir and again microwave for 30 seconds. Repeat this until the mixture is smooth.
After the chocolate melts, add sugar, eggs, a pinch of salt and mix well. Now add the flour and combine well with the mixture in the bowl. See that no lumps are formed.
Pour the batter into a greased dish or baking tray and bake for 25 minutes or till the centre of the brownies are cooked. Take out the brownies from the oven and add a layer of marshmallows on top of the brownies.
Bake the brownies again for 3-4 minutes or till the marshmallows puff a little. Now, take out the brownies and let them cool down.
Cut the brownies into pieces and serve warm. Enjoy!",https://static.toiimg.com/thumb/84229936.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/marshmallow-brownies/rs84229936.cms,5.0,10509.0,"dark chocolate, sugar, marshmallow, butter, egg, flour"
Lemon Cupcakes Recipe,Continental,desserts,"['3 egg', '1/2 cup caster sugar', '2 cup flour', '1 cup butter', '1 tablespoon grated lemon rinds', '1/2 cup butter', '1 tablespoon lemon rinds', '2 cup icing sugar']","Beat the butter and sugar in a bowl until soft. Add the lemon rind and gradually add the eggs.
Mix well and add the flour. Mix until well combined. Pour this into a 12 hole cake tin lined with paper cases.
Place this in a preheated oven at 160C/320F and bake for 20 to 25 minutes or until golden and springy. Remove and cool.
To make the icing, beat the butter until soft. Add the lemon juice, lemon rind and icing sugar.
Mix well until thick. Spread this on top of the cakes.
Garnish as desired. Serve.",https://static.toiimg.com/thumb/56177346.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/lemon-cupcakes/rs56177346.cms,,7417.0,"egg, caster sugar, flour, butter, lemon rind, butter, lemon rind, sugar"
Honey Cake Recipe: How to make Honey Cake Recipe for Christmas at Home | Homemade Honey Cake Recipe - Times Food,Continental,breakfast,"['1 cup honey', '1/3 teaspoon baking powder', '1 tablespoon butter', '1 cup all purpose flour', '1 beaten egg', '1/2 cup honey', '1 cup whipped cream']","To prepare this cake, take a bowl and beat honey till it becomes bubbly. On the other hand, preheat the oven to 190-degree Celcius.
Add eggs, flour and baking powder and beat them together. Sieve the flour before adding it to the mixture. Take a baking tray and grease it with butter. Pour the mixture into the tray and bake the cake for about 15 minutes.
When done, it will shrink slightly from the tray. Continue baking for 5 minutes if it isnt ready yet. Remove and let it cool. Your Honey Cake is ready. To make the cake more amazing garnish with whipped cream and honey mixture, layer it and enjoy!",https://static.toiimg.com/thumb/59235479.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/honey-cake/rs59235479.cms,2.5,940.0,"honey, baking powder, butter, flour, egg, honey, whipped cream"
Honey Cake Recipe: How to make Honey Cake Recipe for Christmas at Home | Homemade Honey Cake Recipe - Times Food,Continental,desserts,"['1 cup honey', '1/3 teaspoon baking powder', '1 tablespoon butter', '1 cup all purpose flour', '1 beaten egg', '1/2 cup honey', '1 cup whipped cream']","To prepare this cake, take a bowl and beat honey till it becomes bubbly. On the other hand, preheat the oven to 190-degree Celcius.
Add eggs, flour and baking powder and beat them together. Sieve the flour before adding it to the mixture. Take a baking tray and grease it with butter. Pour the mixture into the tray and bake the cake for about 15 minutes.
When done, it will shrink slightly from the tray. Continue baking for 5 minutes if it isnt ready yet. Remove and let it cool. Your Honey Cake is ready. To make the cake more amazing garnish with whipped cream and honey mixture, layer it and enjoy!",https://static.toiimg.com/thumb/59235479.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/honey-cake/rs59235479.cms,2.5,5399.0,"honey, baking powder, butter, flour, egg, honey, whipped cream"
Grilled Fish in Lemon Butter Sauce Recipe,Continental,lunch,"['2 fish fillets', '30 gm butter', 'powdered black pepper as required', '2 teaspoon rosemary leaves', '20 gm all purpose flour', '1 lemon', 'salt as required']","To prepare this main dish recipe, firstly, make sure that the fish fillets are dry. If not, use absorbent paper to remove the moistness from the fillets. Now, in a bowl, combine flour along with fish fillets. Coat the fillets with a very thin layer of flour.
Now, place a pan over medium flame and melt half of the butter in it. When the butter has melted, place the coated fillets in the pan and sprinkle some salt along with black pepper powder over it. Let both the sides cook until they turn golden brown and the crust becomes crispy. Once done, take these fillets off the flame and place them on a plate. Place the same pan over medium flame.
Add the remaining butter in it and let it melt. Once the butter has melted, squeeze a lemon in it and mix the juice with the melted butter. Now, add the rosemary leaves in it and mix well. Once the sauce has thickened, take it off the flame and pour this over the fillets in the plate. Serve your Grilled Fish in Lemon Butter Sauce hot with some steamed beans or mashed potatoes to enjoy!",https://static.toiimg.com/thumb/62997818.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/grilled-fish-in-lemon-butter-sauce/rs62997818.cms,4.2,9562.0,"fish fillet, butter, powdered black pepper, rosemary leaf, flour, lemon"
Grilled Fish in Lemon Butter Sauce Recipe,Continental,dinner,"['2 fish fillets', '30 gm butter', 'powdered black pepper as required', '2 teaspoon rosemary leaves', '20 gm all purpose flour', '1 lemon', 'salt as required']","To prepare this main dish recipe, firstly, make sure that the fish fillets are dry. If not, use absorbent paper to remove the moistness from the fillets. Now, in a bowl, combine flour along with fish fillets. Coat the fillets with a very thin layer of flour.
Now, place a pan over medium flame and melt half of the butter in it. When the butter has melted, place the coated fillets in the pan and sprinkle some salt along with black pepper powder over it. Let both the sides cook until they turn golden brown and the crust becomes crispy. Once done, take these fillets off the flame and place them on a plate. Place the same pan over medium flame.
Add the remaining butter in it and let it melt. Once the butter has melted, squeeze a lemon in it and mix the juice with the melted butter. Now, add the rosemary leaves in it and mix well. Once the sauce has thickened, take it off the flame and pour this over the fillets in the plate. Serve your Grilled Fish in Lemon Butter Sauce hot with some steamed beans or mashed potatoes to enjoy!",https://static.toiimg.com/thumb/62997818.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/grilled-fish-in-lemon-butter-sauce/rs62997818.cms,4.2,11064.0,"fish fillet, butter, powdered black pepper, rosemary leaf, flour, lemon"
Fairy Cake Recipe: How to make Fairy Cake Recipe for Christmas at Home | Homemade Fairy Cake Recipe - Times Food,Continental,snacks,"['1 cup flour', '1/2 cup melted butter', '2 teaspoon baking powder', '1 cup sugar', '2 egg', '1 1/2 tablespoon milk']","Sieve the flour with baking powder. Add butter to the sugar and mix them well. Beat the ingredients till the mixture becomes white and creamy.
Add eggs, one at a time and keep beating till fluffy and thoroughly mixed. You might use a whisker or an electric blender for this. At this point, add milk. Check the consistency. It should neither be thick nor too thin and runny.
Grease a baking dish. Pour in the mix and bake in a pre-heated oven at 170 degrees C for 20 minutes or till a toothpick or skewer comes out clean. This Fairy Cake can be served with tea and coffee and it can also be used as a wonderful base for cream cakes.",https://static.toiimg.com/thumb/57592126.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/fairy-cakes/rs57592126.cms,0.0,2814.0,"flour, butter, baking powder, sugar, egg, milk"
Eggs Florentine Recipe,American,breakfast,"['10 ounce chopped,frozen spinach', '2 tablespoon all purpose flour', '1 pinch salt', '2 tablespoon grated parmesan cheese', '1/4 cup butter', '8 egg', '1 pinch black pepper']","Cook spinach according to the package instructions. If you are taking fresh spinach, chop and cook it for 10 minutes. Drain the water and keep aside.
To prepare the white sauce, melt butter in a small saucepan. Then add flour and blend well. Keep stirring constantly, until thickened and bubbly.
Now place spinach in a lightly buttered shallow baking dish. Arrange poached, drained eggs over the top of the spinach and then pour white sauce over eggs. Sprinkle with salt, pepper and cheese.
Bake eggs at 400 F for two to three minutes, until cheese is melted and lightly browned. Serve hot with toasted bread.",https://static.toiimg.com/thumb/54671867.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/eggs-florentine/rs54671867.cms,3.0,8364.0,"spinach, flour, , parmesan cheese, butter, egg, black pepper"
Egg Salad Recipe,American,breakfast,"['3 egg', '1/4 cup sliced lettuce loose-leaf', '1 medium sliced onion', '1 pinch black pepper', '2 tablespoon melted butter', '1/2 sliced tomato', '1 pinch salt']","For making this easy salad recipe, take a bowl, toss the salad greens, tomato and onion with salt and pepper. Keep aside.
Heat a pan on medium flame and add butter and eggs. Lower the flame and whisk the eggs with butter till mixed.
The butter will melt side by side while the egg scramble begins to solidify. Keep whisking till you get a soft, moist yellow egg scramble.
Season with salt and pepper and remove from heat. Remember, the eggs should not begin to brown and should remain moist.
Serve the egg scramble with salad and toasted bread if you like.",https://static.toiimg.com/thumb/53319892.cms?width=1200&height=900,https://recipes.timesofindia.com/recipes/egg-salad/rs53319892.cms,2.8,7076.0,"egg, lettuce, onion, black pepper, butter, tomato"
